City,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI_Bucket
Amaravati,13.506563400605904,36.92938563705515,1.527482328313319,4.941082118976531,3.613811850903384,6.378988567770195,0.93,9.563762981932326,20.64529103916487,0.04374116415665948,0.32748232831331897,Good
Amaravati,12.658917447744589,41.24811796640826,1.3620881203534343,5.27108729029604,3.907466539838765,7.074401279631084,0.0830747362889403,12.356700224786845,27.807644198356687,0.0659339097349243,0.3574712778793945,Good
Amritsar,21.94,49.35,8.25,9.3,17.08,10.06,0.51,7.89,13.87,3.59,1.13,Good
Amaravati,7.145833938288458,23.226632694010913,4.075204058882827,7.025218131909228,7.170295533554439,10.977881786578225,0.2969985926973598,7.759159025198341,21.301192800461706,0.23900422190792056,0.08600281460528038,Good
Bengaluru,16.69002079406595,69.08189925262175,8.274123297501937,32.85122038291422,0.0,23.77566847267457,0.340828818313578,3.0679674918577615,14.00733021028212,1.2922782251172404,1.2205456141870679,Good
Aizawl,26.46100761764576,34.31476689448312,3.03420865073524,1.4384895544107021,3.5281114525737083,24.269352666176015,0.4048381665440038,6.217966946693263,7.332805113237267,0.18915470624990782,1.0071404518377312,Good
Thiruvananthapuram,12.555997532866106,34.44296355267281,1.9769413484677636,5.334379276075293,4.0590068417204686,1.7303187170903753,0.6159975328661063,3.583870361266058,34.34175036265865,1.29,3.575,Good
Amritsar,11.406233683609885,37.19098774292365,15.121521807943507,9.730507269314502,24.740549452961893,11.06119521375478,0.475545739169609,9.641179825812738,16.130180675125775,2.5525864905773767,1.9559626709212241,Good
Kolkata,6.769767356349635,18.728611229673977,3.943235736376616,9.349545776889826,13.342781513266441,12.299560813694772,0.34338213181169197,4.435491815122541,27.587793004283306,1.7285210088442946,6.289984963195053,Good
Bengaluru,17.0,97.59,10.12,10.29,12.98,15.8,0.91,1.58,31.25,1.29,3.575,Good
Amaravati,14.808175924616195,41.603914384095724,1.5318434787780901,5.645442143074223,4.246452175723315,7.028560534281547,0.09959598694036309,12.302247491837727,25.79948227367059,0.15648361234847674,0.44071973285922655,Good
Shillong,24.95099353575365,40.66986932054226,0.948062744733456,2.6574169929779416,1.0393542482444853,2.7948339859558824,0.19,8.717380384136032,14.50739614004593,0.022583007022058635,0.0767712412224267,Good
Amaravati,16.02460841690586,40.63834801906518,5.401461973020528,16.878711789928783,13.343936499639716,16.68591976150817,0.366007875899216,8.516853556114668,19.365145950718773,0.23332020683464,1.3377317262600996,Good
Shillong,2.9372460632971418,8.907161156960838,0.8761246393453428,2.3144985573813712,0.812016981267261,2.418141620612604,0.1063569367687673,9.509915093663697,12.289738850204,0.023410765807808175,0.1872861264624654,Good
Kolkata,15.638153625902625,38.97865406188088,3.3660158492616405,6.451556845234224,9.87266504442874,8.2967016096658,0.34527704979862917,5.10744040912881,24.44314052227795,1.0502639461739545,8.901662298791775,Good
Hyderabad,12.14,26.59,4.39,20.54,14.0,9.09,0.26,6.46,14.86,0.42,2.55,Good
Shillong,11.082836557210328,15.092150645291929,1.0,2.82613718238368,1.108669415988343,2.913604948779017,0.18746776639533716,8.416183637152043,4.329566741975683,-0.04347601436036602,0.11304797127926794,Good
Guwahati,15.962615034845951,26.566346656495607,2.1626053011338713,9.601880513505103,6.283496582989557,3.6466013668041777,0.34696376061856155,14.48356512742274,37.34230171804059,0.0,3.575,Good
Amritsar,48.785,27.65,6.39,1.41,7.8,4.63,0.0,3.16,12.47,12.5,0.73,Good
Thiruvananthapuram,7.828160338106871,22.618308619729554,0.8427114225338058,3.070671338007088,5.363940028840789,1.6464428873309707,0.6598256478718647,1.4723887887829883,26.827681281323336,1.29,3.575,Good
Amritsar,48.785,56.71296540715366,15.26312088697779,11.520759501785589,26.78399956859316,9.547910291572533,0.0,3.481895771574796,25.073400686555075,4.274648013361514,6.1095343863825935,Good
Thiruvananthapuram,13.189794771248676,46.335823881742684,2.3820857638870705,9.237621788181261,6.828571236715486,14.22469674735619,0.33512097630836624,5.935777976910923,15.79444102328993,1.539064322915303,5.609025303808306,Good
Amritsar,25.007214623736008,38.15142841583048,7.661177368902786,7.769605225388393,15.209045313703447,13.45265610303747,0.8388298583259083,8.92164387120802,21.59129218767192,0.3023833744236914,0.3934314700999538,Good
Hyderabad,14.441365769587499,56.44142391394122,5.832420397593595,24.125121687846857,16.940634465761477,17.99196271838302,0.3098450175817381,8.558679015422667,12.662310200185498,0.7589151230721667,3.4586717473784523,Good
Chandigarh,16.6,31.15,3.11,5.43,8.27,31.62,0.68,9.95,18.6,2.96,0.46,Good
Bengaluru,11.658878942572505,30.330782403416972,6.212774102831959,14.836202145862238,18.29271829963534,10.262524965668888,0.63430647429201,4.778653173232159,35.00875047935385,0.6306773080210414,1.8809069719985092,Good
Aizawl,10.437976544980192,14.571433082607403,11.559137125840952,0.2593528443807131,15.488418064041744,16.76971741627133,0.25971237528031693,6.963523402816118,1.7510066865188907,0.06,0.4880585331421393,Good
Shillong,20.294615629795786,28.325521155221658,1.04946824286319,2.9082011447360094,1.1364478844778343,3.030282578277434,0.1890610751560683,12.02855052184956,11.24906107515607,0.3385293180192585,0.7030993528092293,Good
Thiruvananthapuram,18.74823581956743,43.98421616792877,2.0228472532380204,6.875254577936633,5.3,16.31,0.6495600714605919,3.9008106297449587,19.580529254134596,1.29,3.575,Good
Chandigarh,6.543785234657112,22.54005605690388,2.1569439032776843,10.420532739679034,7.171878503556492,28.50702818772569,0.41125233570432823,8.605084085355818,27.32774738556661,1.994897229009556,0.5250467140865654,Good
Guwahati,27.797943420159324,50.20861524129304,1.9112787359799865,10.443269323199686,6.507646453364937,4.750012981257491,0.4274555092975179,14.955754855076698,30.17095580667062,0.0,3.575,Good
Amritsar,20.607013205270764,21.84910298382951,15.844373516837383,5.859897279843841,24.286705044802286,1.3676472139255025,0.41314708208882533,27.996916692239953,10.708420251830237,1.4711688675451273,3.575,Good
Guwahati,28.02,42.15,5.89,10.71,9.61,2.47,0.42,14.17,31.9,0.06,3.575,Good
Guwahati,15.410081069650046,26.003645583950206,2.1784914825033637,11.114067353465705,7.035588014131909,3.720811042059227,0.4796228706258409,15.512834541890976,22.593576657469725,0.0,3.575,Good
Coimbatore,16.333895814568972,22.940674238923425,9.91,52.49422554843724,37.77938949217219,9.19455528230551,0.7107716819652161,5.722886302582198,12.512112774218622,0.0,0.0,Good
Brajrajnagar,24.68663505972114,40.58220753828632,4.868962308568421,9.108890008425744,15.62690322396806,6.368991051693413,0.310274386678015,11.485477657728602,3.9581267036721806,0.3289498637062256,3.575,Good
Hyderabad,15.730009269182439,39.78768631956036,7.8436318147119986,23.80239896205713,18.646548017705413,21.216707452782416,0.3567074527824144,7.363904338953801,13.0414479028265,0.8759454951516394,5.761994810285645,Good
Shillong,10.040439298400187,14.260570856935368,0.9338213571169209,2.5305416217053276,0.9448022772224363,2.6395899368298523,0.1519179873659705,11.106852593073175,31.510761655880216,0.16286967224144572,0.9990336975095048,Good
Aizawl,2.4919606166414363,5.5345623142958305,11.752765559855291,0.13340664086824885,15.597875521157665,20.428713518963438,0.20170332043412442,13.010823630015139,31.25,1.29,3.575,Good
Chennai,28.8487655736712,96.18,11.084148561499015,19.710022459282197,7.133873495798757,16.31,0.831912574777764,2.9321822028770623,16.196228634288662,0.3668529988934376,0.3831640227877986,Good
Mumbai,7.1664475408403625,30.967817151873906,14.641780583886577,6.648940358281572,21.104365696252188,3.12667827815136,0.25284457991176584,7.133297345920241,17.28821941611342,0.48689159823531725,3.575,Good
Visakhapatnam,9.343662634405696,45.722884661996964,2.9745295148046234,19.59454433280299,12.931928873607845,8.18627809360084,0.11,9.201674488804391,11.973704609569554,2.9762632756024745,9.865142010400092,Good
Thiruvananthapuram,12.81,30.9,3.21,9.67,7.75,1.97,0.76,5.97,28.01,1.29,3.575,Good
Bengaluru,9.49887851221327,22.422630846965284,3.165261693930569,10.243143703229237,9.654158884159953,5.314525692357405,0.5703481301813389,6.697398362648015,21.402660056578586,0.6830852840026364,2.7749760561852934,Good
Gurugram,30.46500352503216,96.18,3.9367764714414273,6.8923826526898075,4.898248089742586,16.31,0.4085283816988413,2.087491244440151,31.25,1.29,3.575,Good
Bengaluru,27.34,48.59,10.17,15.9,18.48,16.31,0.95,4.0,12.97,1.03,2.41,Good
Chennai,18.35,96.18,14.17,18.64,19.07,16.31,0.09,4.42,38.43,0.69,0.91,Good
Hyderabad,17.131239372421643,46.06747656504474,1.7160747764221793,9.140306299872286,5.505673642587579,6.138994985614967,0.35218116416513023,3.51356006066106,16.33345650750461,0.13624155222017356,0.1500675822386114,Good
Amaravati,27.905692601648813,48.55276953587214,2.5916983094328634,27.408104916920674,16.14600570778405,23.2603792778328,0.41253643553303393,10.268731564552702,19.269190848181633,0.11040089970376327,0.09318514039758398,Good
Chennai,34.55,96.18,6.4,23.17,15.26,16.31,0.0,1.5,5.94,0.15,0.32,Good
Amaravati,25.89883685481496,45.52574937116501,2.21,7.860189153837727,5.9302127980674415,9.853919609618966,0.4610212798067442,21.27794828452858,28.97627412214773,0.1680283730756589,1.0588391437794447,Good
Kolkata,9.847484679429018,28.391072725450012,3.1188261302333817,17.846696945147393,20.96602879696382,5.920215575977444,0.30080915453286683,1.3962229526900198,27.195765226046678,1.4783816909342662,1.893760781495948,Good
Shillong,5.052247850368726,7.087364648347,1.2758363847424818,3.488354447977537,1.3465737895219096,3.568354447977537,0.10394783731619,5.440827475734872,12.27946055514668,-0.07668167849257387,-0.08878600386019382,Good
Guwahati,22.20428686609417,43.44689158069263,11.197920106048864,10.077096978559966,29.19378642470507,1.4715859792016586,0.5955142626781166,13.493095366028129,17.30822167621025,0.1121434330470843,3.575,Good
Shillong,9.677307622075533,16.276113190288132,1.0475641259748225,3.575249657689511,1.6867476038265774,3.699062072111889,0.4095613874909109,6.837368324945466,28.060135098159424,0.45912277498182186,0.7990620721118888,Good
Gurugram,24.253738952874116,96.18,3.636957636689417,5.827898785872094,5.876541791038718,16.31,0.3564529425408662,1.7921282344754803,31.25,1.29,3.575,Good
Thiruvananthapuram,4.6553319916152,15.16989005391033,0.8980773929320072,2.3303869646600357,1.3565295342918642,2.034993891883907,0.40153564240795714,0.8996130353399643,30.92495724318735,1.29,3.575,Good
Guwahati,16.860647427561506,22.47678920759497,4.3758072578824585,7.651288775414742,15.341935189691537,2.3567740083243,0.4464516455898294,12.908709535777405,15.575485232909559,27.67579678727378,3.575,Good
Bengaluru,48.785,39.88,1.78,7.12,4.86,21.52,0.43,5.81,31.25,1.29,1.14,Good
Visakhapatnam,11.009931445728649,36.19005101074163,1.4431771072122364,18.831533561943946,11.014514588030757,6.4238832957539485,0.0751873093605622,7.841465007672592,18.650162613913515,1.4837478070587846,8.747462146905665,Good
Bengaluru,16.20910397671863,38.276514838299164,6.823884638275599,13.596884449317262,17.877662871664743,6.977166324958142,0.46094455834728604,5.521967517317163,11.536203097101613,0.860048535065917,2.5830035477725675,Good
Hyderabad,15.500475223217416,40.659334595376905,8.811161400868365,23.953484663198665,19.494952339500184,21.251573383815074,0.3915733838150762,7.852027373411067,11.667149121289079,0.9718268054914595,6.517423315993319,Good
Guwahati,16.166063885906876,34.750194595003705,2.567971361490021,10.164018725179602,15.05597209581079,3.913943457300812,0.4360014686415373,10.72000183580192,5.1200826110864766,-0.844123365889138,3.575,Good
Kolkata,14.699413043643636,25.19001429274467,7.18024531587112,16.768220333850426,23.91581533744629,11.23462713198889,0.38939875089896536,2.706859055982501,25.481106173587943,23.86532921003986,11.412823384685785,Good
Amritsar,26.37,51.37,9.83,10.32,19.82,9.12,0.74,13.18,15.19,1.84,2.44,Good
Hyderabad,16.23,41.54,3.95,23.21,15.22,12.73,0.26,5.93,17.5,0.24,1.79,Good
Delhi,26.804632896115987,96.18,12.621433386739266,22.80769757679326,3.306257448619018,22.444286677347854,0.0,9.22,31.25,0.1072793701656444,0.0,Good
Coimbatore,22.348912322640796,34.71792308091891,3.828295722681998,21.834180551945384,12.508247908112589,9.303930253104324,0.4526907125413822,2.511275401489999,17.857607400869085,0.4273092874586178,2.981227586920589,Good
Amritsar,19.905208128979474,41.71500773545497,20.448372793750213,14.244867686704811,29.90145078852287,12.551053079204614,0.6726214795454288,9.228673789317352,41.27106004522689,1.3123932219318144,1.2363254412499576,Good
Hyderabad,17.13921840684636,53.6683027305494,4.6264218443951695,21.368831841459222,14.503038175094483,13.613476681263075,0.2861584925508326,8.241258763282012,14.83520415229409,0.8738306378486458,3.4474281254333663,Good
Bengaluru,16.24469726534009,35.88367919444655,7.750738525497465,13.514876700045406,18.07252135085497,7.149367664598634,0.6261743163350232,6.169254757982147,25.105502318926384,1.1927545177233854,3.2778610263770114,Good
Bengaluru,8.472289738329778,16.49259009313416,2.7952426045013516,12.158715356471758,8.736705166868688,9.083814718930142,0.29557070074263786,6.558523566914213,17.988530502273438,0.11228973832977701,0.5144015578204599,Good
Talcher,48.785,0.14265903516745784,9.91,115.84675434583465,23.68,26.700534283117086,0.93,22.731322741081218,10.11386777279536,1.29,3.575,Good
Kolkata,16.771055317117003,31.89814582179515,9.3923187793291,34.0606627816319,43.461289530444226,3.4380036032819574,0.4175290375702656,1.1972246713689954,16.760949131423384,6.313394025620987,5.970044084641917,Good
Kolkata,17.316006672247696,34.9825920866466,3.90443793846803,9.127332335705647,13.079211548765556,11.641694696525922,0.3527936270406107,5.703942942653802,32.322617279195846,1.9342030368355418,6.094723225199022,Good
Amritsar,14.6,40.21,10.77,16.86,27.63,5.96,0.93,8.09,17.42,0.71,2.2,Good
Thiruvananthapuram,23.10403068312902,46.9837519978931,5.833737924865962,7.766937417451013,9.368356557102993,6.0627508860949995,0.48465407603699584,7.5297756967549745,23.99142157223388,1.29,3.575,Good
Amritsar,48.785,28.34002172074921,12.629622802760306,6.627438055601117,19.257322814839398,5.310569566792926,0.22192500301977286,1.8653880576142992,27.19011524076172,1.8384282611321543,1.3884282611321541,Good
Bengaluru,21.94,96.18,5.07,8.83,7.15,40.67,47.93,1.37,18.87,1.29,1.75,Good
Chandigarh,12.172871792913085,32.5343536358666,4.46176948444684,15.525237875141896,11.682330793129498,62.733230012605034,0.392588474222342,9.029140392426356,13.528301093751784,3.389534907113866,1.6822698664322862,Good
Amritsar,24.158174258561182,36.075400981676765,6.161957487156242,10.344869422945397,19.18274786267118,10.084922588697493,0.5793043681506578,11.062643868492628,12.650617051884016,3.07149525787724,3.136899696147667,Good
Hyderabad,24.982778981655443,96.18,5.767346874536896,7.042469934211021,12.803835127873125,16.31,0.2670091595626041,3.202624457933231,9.89184309859367,1.2511190743138538,3.4125973642494043,Good
Amaravati,22.74197525086102,38.57419156476404,4.275885575409395,12.686025391973757,9.689953394478545,4.786068783321319,0.44400514267822944,16.79019927878139,32.50403085606938,0.07400032141738934,2.7049300917178187,Good
Gurugram,20.51,96.18,7.76,4.42,11.63,16.31,0.4,68.08,25.48,1.99,6.0,Good
Aizawl,16.13,21.52,11.49,0.27,15.52,16.11,0.25,10.88,0.28,28.67,28.82,Good
Bengaluru,10.451242659692152,82.79017962681996,9.665158206184278,28.706522602238664,0.0,24.223101109786125,0.5015071370497692,5.08811657497502,15.380179626819958,0.7473330686468096,0.7687823152388542,Good
Kolkata,18.69413179335468,37.63552589958816,3.85617563327675,8.874237118603036,12.782996725685269,11.621317249575625,0.3503358952219286,5.620801309725893,32.997312838224566,1.8884237118603036,5.878191004608322,Good
Shillong,12.459516139356921,18.197885302365126,0.7295161393569228,2.2724462554876914,0.9876433720435897,2.3145609531225633,0.17894265118256417,3.654579134680503,1.8067383260164112,7.621675330692829,7.629650260589239,Good
Bengaluru,31.031875635823763,45.73233897696225,3.8849758145519413,19.9480906292992,10.95542578863609,32.64238734785837,0.3009826884238222,4.8385743382603845,14.583674897677986,2.1564358456509627,0.3584152240353185,Good
Guwahati,23.25223971322861,45.89641752606567,4.0117667598602855,7.131314803426179,14.233337702865535,3.926198972190083,0.4458221871629439,12.30276510098336,16.874592183567678,17.170875955588677,3.575,Good
Bengaluru,22.193314122457895,58.20448970063711,5.5193266653557425,24.953353836658714,0.0,25.550964170612556,0.26386443714987373,3.5773239775919183,9.672235891105808,0.6421699015232952,0.536610928746843,Good
Chandigarh,19.463558410787897,23.502880053157522,3.252556008924752,6.598206730905989,5.5041002401863155,22.055149521049668,0.3407689903641016,17.98150985332808,29.142278843692186,-1.0081817287725485,4.754204444869117,Good
Shillong,22.798529666221725,31.815915769359183,0.6994209479305711,2.0167135605807673,0.808904520193589,2.0835523698264278,0.14683880924566067,6.019436381007979,11.001361410213608,0.0,0.0,Good
Amaravati,19.32591909648181,54.167155400571055,5.4974818891886805,23.549572731092642,16.28178989746677,16.69237043145674,0.33445848049668536,8.452117782516405,19.541737412673893,0.41226685830299153,2.0461703489901404,Good
Chandigarh,14.065183196091867,49.777498567329374,12.610832335346904,3.354284150443888,7.717634596036682,6.088054933103951,0.49912597071492326,14.903093761700882,16.205338510479592,2.7493576382439318,1.687896101348699,Good
Talcher,48.785,0.25418194521696946,9.91,41.715201050270835,23.68,22.394375888387533,0.93,1.5039986026133363,17.092108560108738,1.29,3.575,Good
Visakhapatnam,10.891600045994796,51.22743010981446,17.188145673548547,23.712808411430235,26.379654119474875,8.762356649226344,0.15132048525263578,4.377141027998766,10.576038544242092,2.9014373656065997,5.328649473925097,Good
Amaravati,8.98973005158708,18.45098886735339,4.78393032301408,16.419497739355265,11.341550746424256,10.464140653000879,0.38573536391517205,17.514873643800197,29.518614036995267,0.08754198689349768,0.622889664202606,Good
Hyderabad,17.87927921988303,53.38804670690182,3.9547996826815366,21.836888561263397,14.259716585404483,14.192821902327001,0.2639433170808965,7.577590975938101,15.368028341459551,0.5007024146747066,3.233783244340876,Good
Hyderabad,17.802961477182134,28.82014591541972,8.492236574729912,25.305551750124742,19.88779571841239,16.601395331088924,0.2688743190773061,4.817963814505325,11.392721401246854,0.564703112926013,6.049591827971788,Good
Thiruvananthapuram,23.061001005206105,53.896432343630465,2.0407454728219294,3.9059425307187734,3.5467518866367462,16.31,0.5283386569246703,3.8211501507809156,17.577987172370367,1.29,3.575,Good
Coimbatore,15.45611125639627,18.905761145952383,5.362439846932578,22.50512814432071,27.32243200874671,16.31,0.6060409491514119,13.716816227481154,29.665017220366114,0.0,2.813398731560331,Good
Bengaluru,13.781891682624906,96.18,5.255035454681282,25.207414530270853,23.5044467123083,15.707089719038605,0.8697089719038607,2.018027026508885,9.693878028477428,0.6489238646623545,0.4837495821137061,Good
Amaravati,15.558102567429676,28.643785786742377,1.8092950342061904,5.820330736415794,4.164129665998294,11.834891267594449,0.32751087324055533,13.568520289769914,32.687998374223255,0.009295034206190253,3.8778613239165343,Good
Bengaluru,21.677720093692464,96.18,3.1963723743486003,10.03687776910255,6.276540839266583,25.197967161154676,1.1552742246512862,3.760295126379513,3.3062026583384476,15.54169090464068,1.8713084180717505,Good
Bengaluru,14.76,30.58,10.3,20.9,24.66,11.72,0.71,4.38,18.42,0.47,1.36,Good
Bengaluru,14.53,88.86,11.74,28.09,0.0,24.48,0.95,4.92,16.04,0.71,0.56,Good
Amaravati,18.68861736769286,35.42447882746741,5.3481256502218635,14.908728601190647,12.158787511313838,8.678487420803133,0.6230961951602679,13.225592209299126,28.41012994688973,-0.137485272469202,1.9445237025466455,Good
Mumbai,10.201050600291344,39.6963576339983,16.784570448011742,7.3632207789075705,23.8927528784561,4.969225311842808,0.2907515314785162,8.929064199097056,13.85467030161685,1.1562346237145273,3.575,Good
Kolkata,15.103202065920977,30.30254495995528,9.008138707054455,33.79369906859063,42.80970635445194,4.63867591980607,0.3642628423862787,1.1770513695451148,16.163345476435527,7.1309606197762925,5.057017983982112,Good
Shillong,12.16480741169576,23.347232853124417,1.2231904507433224,3.543619098513355,1.452023873141694,3.638404774628339,0.21085729554006563,5.308095492566776,28.861692855499356,0.16128594331009843,0.632262604558634,Good
Amritsar,23.409046788883952,46.736813232973674,8.912719388127549,10.68910214883945,13.140406482947725,5.736347699406751,0.6490966128439001,7.844132596814976,25.780877552510198,1.3486255432814251,3.4929696855635877,Good
Amaravati,35.38,63.42,1.42,11.76,7.42,7.98,0.0,9.22,34.99,0.36,0.81,Good
Shillong,14.205718785471252,24.206042742620767,0.47571878547125257,1.3406555689562887,0.5189336336551592,1.3838704171401952,0.07978672673103183,5.504139032349435,13.185726879963372,-0.006714060726437369,-0.046998425085061586,Good
Kolkata,20.207929594983575,37.39784963901776,7.217985631492731,20.453389257620685,27.357490005504275,14.412382115450228,0.4583772978923538,3.7686970375892797,14.07647474990434,23.53340523198058,13.12806558745855,Good
Amaravati,23.09176416673025,38.94309416670947,2.1836758333410033,11.862411666759199,8.09808833338925,17.214590833404838,0.5559441666649348,18.482132500083875,32.33791416647789,0.056793333331354015,1.0272625000037112,Good
Chandigarh,11.101101096451172,33.253915006978296,1.6358918227664194,11.89,7.521165486536265,41.260869277965156,0.41623309730725305,9.686027044308394,21.353419186780126,2.7138377341496294,0.5062330973072531,Good
Shillong,13.23,23.69,1.42,3.42,1.29,3.66,0.27,5.53,31.21,0.26,0.82,Good
Amritsar,8.913466512580705,18.14397457159226,21.5050887628883,11.504684674698641,31.079161407753485,12.41219341627733,0.7994919409884447,5.927249488074651,42.96631509777898,1.3196612939922965,1.4145807038767424,Good
Amaravati,19.52471225557557,39.85806482137419,4.364970687560628,13.860858780786865,11.034653630696821,8.079891655215388,0.667164298171493,15.278548847901362,28.849975140047064,0.24697246855520322,4.644269971464242,Good
Amritsar,48.785,30.862661204414223,12.420201147015597,11.99320544856332,21.01891151170181,7.32386163466469,0.002116960265127865,5.284194182787274,25.689516591615718,4.824878738187149,2.547303512914691,Good
Thiruvananthapuram,20.04970059366244,37.78348000858246,0.8255252945323457,4.077421766274525,2.305307059580805,1.5144611769033174,0.7210641176290284,1.0980899996934836,21.86049058416043,1.29,3.575,Good
Bengaluru,12.87722566831637,47.70068594002313,10.986039595316376,26.661817102360775,0.0,24.086868896763182,0.6251067050647551,4.625533525323775,9.569637291431077,0.642850612909343,0.72978658987049,Good
Coimbatore,20.303299976757156,24.08050168430583,9.91,52.49124253683799,34.322058107750756,2.0788958938282245,0.6743663898228357,5.826411487983833,11.33041395633547,0.0,0.0,Good
Thiruvananthapuram,12.35257500042181,29.544749962257676,6.800820106353403,11.667418323184352,14.982105614547045,5.706035470451317,0.5014801972724292,5.1181237481761555,32.13620216227953,1.29,3.575,Good
Guwahati,21.141520564897352,36.77106899168212,8.926317759559602,12.394227160552976,26.699845289928806,5.1010801268625805,0.4330522649751656,10.778196550774842,20.260830648076155,57.874337329902325,4.113449464424667,Good
Shillong,11.5,19.73,0.97,2.74,1.06,2.83,0.14,8.54,8.87,0.0,0.0,Good
Thiruvananthapuram,15.361398481866905,34.89200615500174,1.94,6.306517267360428,4.931398481866905,16.31,0.6287071052384496,4.068443137475064,17.621292894761552,1.29,3.575,Good
Amaravati,12.859136223840839,41.38757702425246,1.3736281360013722,5.0368037520782085,3.7888440800411627,7.4641505280658595,0.0,13.335697072414368,24.158675727311216,0.08176881600823246,0.34990949601509286,Good
Guwahati,12.59,21.57,6.27,5.97,16.7,1.64,0.48,13.16,17.38,0.61,3.575,Good
Guwahati,24.397106634214495,36.97073239592955,2.396804487404908,8.09010336555368,5.719064404287645,4.337649085941931,0.39406042936191765,14.03165562326356,30.983468504121088,0.04270695290794509,3.575,Good
Amaravati,14.501502342596808,33.69579588517778,1.3263996740734878,4.724799755555115,3.64,7.581101853707039,0.93,7.805797922218483,23.920807088901647,0.07630006111122108,0.5015003055561054,Good
Kolkata,10.109772779040508,28.540536773613844,3.510156753739685,17.185963112497035,20.301218436492316,5.884744676004718,0.322959385450256,1.7793405079197877,27.761688697711378,1.4581885838222568,2.003764545871022,Good
Kolkata,12.688152089588467,36.03306165054355,3.876326661705707,8.315407524184677,12.220611687750745,11.969593278762778,0.3259183345735732,5.588060847596092,33.26306165054355,1.606530022324318,5.625101680309305,Good
Bengaluru,22.96891868833246,56.88506817801552,7.215018236576482,31.44624937256114,0.0,20.92440379785164,0.48216822821063066,3.659354692997743,10.417827840084106,0.6357000167317028,0.7457364898846672,Good
Amritsar,48.785,39.92767798972624,13.8709089861756,8.47750505401601,22.33615770567473,6.858733096623737,0.2267421885623043,2.0593859786961364,24.878035906926907,2.8030848757274622,3.272965569993908,Good
Hyderabad,22.089481349556095,77.51050945013976,2.4667931471927655,25.236471854541715,15.10753519304151,10.764970925536376,0.5483017132018085,5.529192168220304,16.825102497398277,1.9606594226099476,6.386753398873806,Good
Thiruvananthapuram,19.336650548225297,50.66482884291382,2.055058523293621,5.003873091002757,4.207358968577827,16.31,0.55,4.133185777897744,17.63442225027301,1.29,3.575,Good
Guwahati,15.864415935929216,27.002955336674294,1.9714948725202865,9.124622115925057,5.909536162559819,3.505721697535892,0.34747422750052015,14.59745702331738,37.22541229244122,0.0,3.575,Good
Mumbai,6.1967778905277395,20.929763713327382,14.733081772589466,12.585121013577863,27.219150803099353,11.594595442414995,0.49554489446779726,11.287535443000893,10.419431476864942,1.8517542618604779,3.575,Good
Jorapokhar,16.114302924953837,33.5971799514771,8.177886382016249,10.255854971694976,19.278157389623345,7.3735395164143265,0.47320501213072463,3.4115520467411375,8.432164077307975,1.29,3.575,Good
Gurugram,31.957338334939326,96.18,3.88537834194162,7.1992433161167595,6.45954106627091,16.31,0.3875810732732043,1.771189074673663,31.25,1.29,3.575,Good
Kolkata,13.65441742942904,21.734030092938788,7.3218840125844755,17.712811285574436,25.025072100675807,10.20099147318575,0.3836985579864839,2.7359593730878546,26.144938433297547,20.807426582577527,12.016683511517089,Good
Coimbatore,23.122914753226887,25.86953222121849,1.3907247367579822,23.539860307072274,24.90379627052101,10.752916034640343,0.5478020804336138,3.3587534441916,23.49101330712437,0.6043958391327725,1.2367729671142844,Good
Aizawl,22.262699293379978,28.09240089339736,4.092338186646966,0.13048508000086914,5.274962519973056,25.801374153296972,0.27,5.265218033393449,8.679701600017383,6.838786579881361,7.1687865798813615,Good
Guwahati,12.18,21.4,1.25,5.73,3.72,2.92,0.38,15.89,22.25,0.0,3.575,Good
Guwahati,24.551224615801637,45.71197775965337,2.982942540143767,7.564136083376332,13.003455666494675,5.161507633556924,0.44152879722078897,11.926439861039448,16.380125636129744,22.857267077714713,3.575,Good
Thiruvananthapuram,15.051945090050621,32.700051206069965,2.0319450900506206,5.243659845362406,4.426109819898759,16.31,0.5245137274873449,2.95175197925794,19.21018611973077,1.29,3.575,Good
Amritsar,10.14652387338617,24.666819249456736,19.705764454237503,11.37677771251438,29.33366451297456,12.580955777451106,0.8106444574971239,7.460701938322895,43.02,1.3359666862456858,1.4838667449827432,Good
Thiruvananthapuram,9.78612966550543,26.67616895905911,1.7007269146344992,4.367186639547406,9.11844008135778,1.8055834969222355,0.6343064832752714,2.3997406668413346,28.274774064751103,1.29,3.575,Good
Thiruvananthapuram,14.077683846651553,46.65837733491638,2.146240228233181,7.527741654690564,5.742988109367436,15.705667978594581,0.48772691114323574,4.766955248743853,16.522787530456352,1.362180171174886,4.164471397928235,Good
Shillong,9.762600908105405,9.817374402240649,0.9737573478032059,2.84465592928395,1.1410502391037403,2.8812720434096177,0.15864644565026717,4.743757347803205,24.95849478802727,0.0012018967267365364,0.001272043409617743,Good
Shillong,8.71831097214098,11.198354730815481,0.9049620770024474,2.65,1.0800758459951054,2.7150379229975528,0.12518961498776324,6.516099766929027,1.1423833131688672,0.04,0.08526546098286854,Good
Amritsar,17.225500891917935,41.64892497428851,8.981868164623886,10.030328867932273,16.62217077181372,10.490819399654834,0.3436064665516116,12.612536981191814,14.006252590048842,3.6183612006903303,1.0863465523152067,Good
